         17512671 function calls (17373053 primitive calls) in 103.279 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:840(set_visible)
      110    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1476(clean)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1268(_get_rgba_ln_color)
       32    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1383(grid)
       37    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/random.py:217(randint)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:732(after)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1108(<listcomp>)
       50    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:438(items)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_methods.py:133(_std)
      136    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:313(__init__)
      110    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:2853(__init__)
      137    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:1681(closeto)
      154    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_weakrefset.py:20(__enter__)
       48    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/enum.py:795(__or__)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:940(get_dashes)
      120    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/spectrum/mtm.py:464(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2662(__init__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1950(wm_protocol)
       36    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      548    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1055(set_clip_path)
       64    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1834(_get_is_separable)
       67    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2987(get_xscale)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1939(tick_top)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_methods.py:86(_var)
      355    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:171(append)
      619    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2265(<lambda>)
      204    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:130(<genexpr>)
      320    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1104(set_joinstyle)
      149    0.000    0.000    0.000    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:550(_GetStdForGaussian)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:930(get_clip_path)
      515    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/path.py:255(simplify_threshold)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:172(__init__)
       56    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:597(filled)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:254(_getdefaults)
       77    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/type_check.py:220(isreal)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:154(__init__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/utils.py:1070(safe_eval)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1642(__init__)
      800    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:277(open_group)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/ast.py:40(literal_eval)
      527    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:292(_set_nothing)
      550    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:611(get_path_effects)
      150    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:204(get_children)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:273(__init__)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/copy.py:268(_reconstruct)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/pyplot.py:1546(ylim)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_axes.py:199(set_xlabel)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1028(winfo_pointerxy)
      310    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2926(interval_contains)
       24    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:540(set_clip_box)
      258    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:111(__init__)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:846(_make_key)
      515    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/path.py:273(should_simplify)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2278(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:723(__str__)
       80    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:431(__contains__)
      124    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:1690(__init__)
      538    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:739(__init__)
      247    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:786(get_fontconfig_pattern)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2410(<listcomp>)
       60    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2289(<listcomp>)
      508    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:248(get_marker)
       19    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2803(get_xbound)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
      206    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:285(tell)
      115    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:822(get_extent)
      440    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/fontconfig_pattern.py:183(generate_fontconfig_pattern)
      125    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_weakrefset.py:81(add)
       32    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1700(_set)
      230    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      508    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:223(get_fillstyle)
      800    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:284(close_group)
      320    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1040(set_capstyle)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:167(set_prop_cycle)
      258    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
       66    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2010(_check_1d)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:201(__init__)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       62    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      147    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1080(set_fontsize)
      128    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/function_base.py:213(iterable)
      548    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:492(get_gid)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1161(get_hatch)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:510(get_children)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:3669(filled)
       25    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1191(push)
      383    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:7759(asarray)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:788(null)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:111(bubble)
       19    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3148(get_ybound)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:317(untokenize)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/textpath.py:35(__init__)
      548    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:900(restore)
      168    0.000    0.000    0.000    0.000 {built-in method math.log10}
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1194(get_sketch_params)
       96    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/cycler.py:225(__iter__)
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1069(set_size)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1188(get_hatch_linewidth)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:467(__init__)
        3    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:355(detect_encoding)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.fft.fftpack_lite.cffti}
       60    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:3203(_scalar_heuristic)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
       10    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/pyplot.py:546(make_active)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:1944(update_datalim)
       38    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:696(<genexpr>)
       32    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/scale.py:540(scale_factory)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1909(set_ticks_position)
      901    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:348(get_children)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3590(_get_view)
      160    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/ast.py:30(parse)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1176(get_hatch_color)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:296(__init__)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3139(invert_yaxis)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1000(get_snap)
       15    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:731(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:243(untokenize)
       71    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:3372(__setattr__)
        7    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1096(set_fontweight)
       45    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:443(set_joinstyle)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
       80    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:406(__setitem__)
